ID_OREGANO	LIBELLE
PROTEIN:543	Hydroxyacyl-coenzyme A dehydrogenase, mitochondrial
PROTEIN:544	NADP-dependent malic enzyme, mitochondrial
PROTEIN:545	D-beta-hydroxybutyrate dehydrogenase, mitochondrial
PROTEIN:546	Malate dehydrogenase, cytoplasmic
PROTEIN:547	3-hydroxyisobutyrate dehydrogenase, mitochondrial
PROTEIN:548	Testosterone 17-beta-dehydrogenase 3
PROTEIN:549	3-hydroxy-3-methylglutaryl-coenzyme A reductase
PROTEIN:550	NADP-dependent malic enzyme
PROTEIN:551	D-3-phosphoglycerate dehydrogenase
PROTEIN:552	3-keto-steroid reductase
PROTEIN:553	Isocitrate dehydrogenase [NAD] subunit gamma, mitochondrial
PROTEIN:554	Isocitrate dehydrogenase [NAD] subunit beta, mitochondrial
PROTEIN:555	Isocitrate dehydrogenase [NAD] subunit alpha, mitochondrial
PROTEIN:556	Estradiol 17-beta-dehydrogenase 1
PROTEIN:557	Estradiol 17-beta-dehydrogenase 2
PROTEIN:558	11-cis retinol dehydrogenase
PROTEIN:559	GDH/6PGL endoplasmic bifunctional protein
PROTEIN:560	Estradiol 17-beta-dehydrogenase 8
PROTEIN:561	Aldo-keto reductase family 1 member C4
PROTEIN:562	Inosine-5'-monophosphate dehydrogenase 2
PROTEIN:563	Aldo-keto reductase family 1 member C3
PROTEIN:564	15-hydroxyprostaglandin dehydrogenase [NAD(+)]
PROTEIN:565	GDP-L-fucose synthase
PROTEIN:566	Aldo-keto reductase family 1 member C1
PROTEIN:567	Corticosteroid 11-beta-dehydrogenase isozyme 1
PROTEIN:568	3 beta-hydroxysteroid dehydrogenase/Delta 5-->4-isomerase type 2
PROTEIN:569	3 beta-hydroxysteroid dehydrogenase/Delta 5-->4-isomerase type 1
PROTEIN:570	Inosine-5'-monophosphate dehydrogenase 1
PROTEIN:571	Trifunctional enzyme subunit alpha, mitochondrial
PROTEIN:572	Aldehyde dehydrogenase, mitochondrial
PROTEIN:573	Corticosteroid 11-beta-dehydrogenase isozyme 2
PROTEIN:574	Aldo-keto reductase family 1 member C2
PROTEIN:575	Sterol-4-alpha-carboxylate 3-dehydrogenase, decarboxylating
PROTEIN:576	Aldehyde dehydrogenase family 3 member B2
PROTEIN:577	Methylmalonate-semialdehyde dehydrogenase [acylating], mitochondrial
PROTEIN:578	Aldehyde dehydrogenase, dimeric NADP-preferring
PROTEIN:579	Retinal dehydrogenase 1
PROTEIN:580	Glyceraldehyde-3-phosphate dehydrogenase, testis-specific
PROTEIN:581	4-trimethylaminobutyraldehyde dehydrogenase
PROTEIN:582	Aldehyde dehydrogenase family 1 member A3
PROTEIN:583	Aldehyde dehydrogenase X, mitochondrial
PROTEIN:584	Aldehyde dehydrogenase family 3 member B1
PROTEIN:585	Glyceraldehyde-3-phosphate dehydrogenase
PROTEIN:586	Retinal dehydrogenase 2
PROTEIN:587	Fatty aldehyde dehydrogenase
PROTEIN:588	Alpha-aminoadipic semialdehyde dehydrogenase
PROTEIN:589	Pyrroline-5-carboxylate reductase 2
PROTEIN:590	Pyrroline-5-carboxylate reductase 1, mitochondrial
PROTEIN:591	Pyruvate dehydrogenase E1 component subunit alpha, testis-specific form, mitochondrial
PROTEIN:592	Pyruvate dehydrogenase E1 component subunit alpha, somatic form, mitochondrial
PROTEIN:593	Biliverdin reductase A
PROTEIN:594	Short-chain specific acyl-CoA dehydrogenase, mitochondrial
PROTEIN:595	Dihydrofolate reductase
PROTEIN:596	2-oxoglutarate dehydrogenase, mitochondrial
PROTEIN:597	7-dehydrocholesterol reductase
PROTEIN:598	Ribosyldihydronicotinamide dehydrogenase [quinone]
PROTEIN:599	NADH-ubiquinone oxidoreductase chain 2
PROTEIN:600	NADH-ubiquinone oxidoreductase chain 3
PROTEIN:601	NADH dehydrogenase [ubiquinone] iron-sulfur protein 7, mitochondrial
PROTEIN:602	Delta-1-pyrroline-5-carboxylate dehydrogenase, mitochondrial
PROTEIN:603	NADH-cytochrome b5 reductase 3
PROTEIN:604	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 11
PROTEIN:605	NADH-ubiquinone oxidoreductase chain 4
PROTEIN:606	Dihydropteridine reductase
PROTEIN:607	NADH-ubiquinone oxidoreductase chain 1
PROTEIN:608	NAD(P) transhydrogenase, mitochondrial
PROTEIN:609	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 5
PROTEIN:610	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 9, mitochondrial
PROTEIN:611	NADH-ubiquinone oxidoreductase chain 4L
PROTEIN:612	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 10, mitochondrial
PROTEIN:613	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 7
PROTEIN:614	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 1
PROTEIN:615	NADH-ubiquinone oxidoreductase chain 6
PROTEIN:616	NADH-ubiquinone oxidoreductase chain 5
PROTEIN:617	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 4
PROTEIN:618	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 6
PROTEIN:619	Acyl carrier protein, mitochondrial
PROTEIN:620	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 2
PROTEIN:621	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 8
PROTEIN:622	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 3
PROTEIN:623	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 8, mitochondrial
PROTEIN:624	NADH dehydrogenase [ubiquinone] 1 subunit C2
PROTEIN:625	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 1
PROTEIN:626	NADH-ubiquinone oxidoreductase 75 kDa subunit, mitochondrial
PROTEIN:627	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 10
PROTEIN:628	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 4
PROTEIN:629	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 3
PROTEIN:630	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 2, mitochondrial
PROTEIN:631	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 7
PROTEIN:632	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 9
PROTEIN:633	NADH dehydrogenase [ubiquinone] iron-sulfur protein 2, mitochondrial
PROTEIN:634	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 5, mitochondrial
PROTEIN:635	NADH dehydrogenase [ubiquinone] 1 subunit C1, mitochondrial
PROTEIN:636	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 6
PROTEIN:637	NADH dehydrogenase [ubiquinone] flavoprotein 3, mitochondrial
PROTEIN:638	Dihydrolipoyl dehydrogenase, mitochondrial
PROTEIN:639	NADH dehydrogenase [ubiquinone] iron-sulfur protein 3, mitochondrial
PROTEIN:640	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 12
PROTEIN:641	NADH dehydrogenase [ubiquinone] iron-sulfur protein 5
PROTEIN:642	NADH dehydrogenase [ubiquinone] iron-sulfur protein 4, mitochondrial
PROTEIN:643	NADH dehydrogenase [ubiquinone] flavoprotein 1, mitochondrial
PROTEIN:644	NADH dehydrogenase [ubiquinone] flavoprotein 2, mitochondrial
PROTEIN:645	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 13
PROTEIN:646	NADH dehydrogenase [ubiquinone] iron-sulfur protein 6, mitochondrial
PROTEIN:647	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 4-like 2
PROTEIN:648	NADH dehydrogenase [ubiquinone] iron-sulfur protein 8, mitochondrial
PROTEIN:649	Cytochrome P450 4A11
PROTEIN:650	Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex, mitochondrial
PROTEIN:651	Methylsterol monooxygenase 1
PROTEIN:652	Heme oxygenase 1
PROTEIN:653	Heme oxygenase 2
PROTEIN:654	Steroid 17-alpha-hydroxylase/17,20 lyase
PROTEIN:655	Tyrosinase
PROTEIN:656	Folate receptor gamma
PROTEIN:657	Folate receptor beta
PROTEIN:658	Folate receptor alpha
PROTEIN:659	Free fatty acid receptor 1
PROTEIN:660	Fatty acid-binding protein, brain
PROTEIN:661	Long-chain-fatty-acid--CoA ligase 4
PROTEIN:662	Arachidonate 5-lipoxygenase
PROTEIN:663	Proton-coupled amino acid transporter 1
PROTEIN:664	Alanine--tRNA ligase, cytoplasmic
PROTEIN:665	Neutral amino acid transporter A
PROTEIN:666	Alanine--tRNA ligase, mitochondrial
PROTEIN:667	Valine--tRNA ligase
PROTEIN:668	Apolipoprotein D
PROTEIN:669	Prostaglandin-H2 D-isomerase
PROTEIN:670	Retinol dehydrogenase 12
PROTEIN:671	Retinol dehydrogenase 13
PROTEIN:672	Lecithin retinol acyltransferase
PROTEIN:673	Short-chain dehydrogenase/reductase 3
PROTEIN:674	All-trans-retinol 13,14-reductase
PROTEIN:675	Retinol dehydrogenase 11
PROTEIN:676	Dehydrogenase/reductase SDR family member 4
PROTEIN:677	Retinol dehydrogenase 14
PROTEIN:678	Retinol dehydrogenase 8
PROTEIN:679	SEC14-like protein 4
PROTEIN:680	SEC14-like protein 3
PROTEIN:681	SEC14-like protein 2
PROTEIN:682	Nuclear receptor subfamily 1 group I member 2
PROTEIN:683	Protein kinase C beta type
PROTEIN:684	Diacylglycerol kinase alpha
PROTEIN:685	Serine/threonine-protein phosphatase 2A catalytic subunit beta isoform
PROTEIN:686	Serine/threonine-protein phosphatase 2A catalytic subunit alpha isoform
PROTEIN:687	Lipoyltransferase 1, mitochondrial
PROTEIN:688	Sodium-dependent multivitamin transporter
PROTEIN:689	Lipoyl synthase, mitochondrial
PROTEIN:690	Short/branched chain specific acyl-CoA dehydrogenase, mitochondrial
PROTEIN:691	Isoleucine--tRNA ligase, cytoplasmic
PROTEIN:692	Isoleucine--tRNA ligase, mitochondrial
PROTEIN:693	Taste receptor type 1 member 3
PROTEIN:694	Taste receptor type 1 member 2
PROTEIN:695	Vitamin K epoxide reductase complex subunit 1
PROTEIN:696	Vitamin K epoxide reductase complex subunit 1-like protein 1
PROTEIN:697	Vitamin K-dependent protein C
PROTEIN:698	NAD(P)H dehydrogenase [quinone] 1
PROTEIN:699	Osteocalcin
PROTEIN:700	Multidrug resistance-associated protein 6
PROTEIN:701	Multidrug resistance-associated protein 4
PROTEIN:702	Multidrug resistance-associated protein 1
PROTEIN:703	Cystic fibrosis transmembrane conductance regulator
PROTEIN:704	Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit alpha isoform
PROTEIN:705	Casein kinase II subunit alpha
PROTEIN:706	Casein kinase II subunit beta
PROTEIN:707	P2Y purinoceptor 11
PROTEIN:708	Serine/threonine-protein phosphatase 5
PROTEIN:709	Abelson tyrosine-protein kinase 2
PROTEIN:710	ATP-binding cassette sub-family A member 1
PROTEIN:711	ALK tyrosine kinase receptor
PROTEIN:712	NEDD8-activating enzyme E1 regulatory subunit
PROTEIN:713	Serine/threonine-protein kinase A-Raf
PROTEIN:714	Serine/threonine-protein kinase receptor R3
PROTEIN:715	Cytosolic purine 5'-nucleotidase
PROTEIN:716	ATPase ASNA1
PROTEIN:717	ATP-binding cassette sub-family C member 9
PROTEIN:718	RAC-alpha serine/threonine-protein kinase
PROTEIN:719	Beta-adrenergic receptor kinase 1
PROTEIN:720	Apoptotic protease-activating factor 1
PROTEIN:721	Acetyl-coenzyme A synthetase 2-like, mitochondrial
PROTEIN:722	Activin receptor type-1B
PROTEIN:723	Activin receptor type-1
PROTEIN:724	Bile salt export pump
PROTEIN:725	Cyclin-dependent kinase 15
PROTEIN:726	ADP/ATP translocase 1
PROTEIN:727	ATP-binding cassette sub-family C member 8
PROTEIN:728	AFG3-like protein 2
PROTEIN:729	Beta-adrenergic receptor kinase 2
PROTEIN:730	Anti-Muellerian hormone type-2 receptor
PROTEIN:731	Activated CDC42 kinase 1
PROTEIN:732	Tyrosine-protein kinase ABL1
PROTEIN:733	P-glycoprotein 1
PROTEIN:734	ATP-binding cassette sub-family G member 1
PROTEIN:735	Canalicular multispecific organic anion transporter 1
PROTEIN:736	Sodium- and chloride-dependent neutral and basic amino acid transporter B(0+)
PROTEIN:737	Sodium-dependent proline transporter
PROTEIN:738	Prolyl 4-hydroxylase subunit alpha-2
PROTEIN:739	Proline dehydrogenase 1, mitochondrial
PROTEIN:740	Peptidyl-prolyl cis-trans isomerase H
PROTEIN:741	Peptidyl-prolyl cis-trans isomerase B
PROTEIN:742	Peptidyl-prolyl cis-trans isomerase C
PROTEIN:743	Peptidyl-prolyl cis-trans isomerase G
PROTEIN:744	Pyrroline-5-carboxylate reductase
PROTEIN:745	Probable proline--tRNA ligase, mitochondrial
PROTEIN:746	Pyrroline-5-carboxylate reductase 3
PROTEIN:747	Trans-L-3-hydroxyproline dehydratase
PROTEIN:748	Adenine phosphoribosyltransferase
PROTEIN:749	S-methyl-5'-thioadenosine phosphorylase
PROTEIN:750	Nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase
PROTEIN:751	Low molecular weight phosphotyrosine protein phosphatase
PROTEIN:752	5'-methylthioadenosine/S-adenosylhomocysteine nucleosidase
PROTEIN:753	Peroxisomal trans-2-enoyl-CoA reductase
PROTEIN:754	A/G-specific adenine glycosylase
PROTEIN:755	Nucleoside deoxyribosyltransferase-I
PROTEIN:756	SRSF protein kinase 2
PROTEIN:757	Holliday junction ATP-dependent DNA helicase RuvB
PROTEIN:758	Sodium-coupled neutral amino acid transporters
PROTEIN:759	Neutral amino acid transporter B(0)
PROTEIN:760	Asparagine--tRNA ligase, cytoplasmic
PROTEIN:761	Probable asparagine--tRNA ligase, mitochondrial
PROTEIN:762	Histone deacetylase 2
PROTEIN:763	Sodium-dependent serotonin transporter
PROTEIN:764	Potassium voltage-gated channel subfamily H member 2
PROTEIN:765	Type-1 angiotensin II receptor
PROTEIN:766	Angiotensin-converting enzyme
PROTEIN:767	B1 bradykinin receptor
PROTEIN:768	Sex hormone-binding globulin
PROTEIN:769	Transient receptor potential cation channel subfamily M member 7
PROTEIN:770	Glucocorticoid receptor
PROTEIN:771	Gamma-aminobutyric acid type B receptor subunit 2
PROTEIN:772	C-X-C chemokine receptor type 4
PROTEIN:773	Gamma-aminobutyric acid type B receptor subunit 1
PROTEIN:774	Synaptic vesicular amine transporter
PROTEIN:775	Sodium-dependent dopamine transporter
PROTEIN:776	Cocaine- and amphetamine-regulated transcript protein
PROTEIN:777	Trace amine-associated receptor 1
PROTEIN:778	Monoamine oxidase
PROTEIN:779	vesicular monoamine transporter 2 (VMAT2)
PROTEIN:780	Sodium-dependent noradrenaline transporter
PROTEIN:781	Alpha adrenergic receptor
PROTEIN:782	Beta adrenergic receptor
PROTEIN:783	Dopamine D2 receptor
PROTEIN:784	Amine oxidase [flavin-containing] B
PROTEIN:785	Gastrin/cholecystokinin type B receptor
PROTEIN:786	Neuronal acetylcholine receptor subunit alpha-4
PROTEIN:787	Neuronal acetylcholine receptor subunit beta-2
PROTEIN:788	Neuronal acetylcholine receptor subunit alpha-2
PROTEIN:789	Neuronal acetylcholine receptor subunit alpha-3
PROTEIN:790	Neuronal acetylcholine receptor subunit alpha-5
PROTEIN:791	Neuronal acetylcholine receptor subunit alpha-6
PROTEIN:792	Neuronal acetylcholine receptor subunit alpha-9
PROTEIN:793	Neuronal acetylcholine receptor subunit alpha-10
PROTEIN:794	Neuronal acetylcholine receptor subunit beta-3
PROTEIN:795	Neuronal acetylcholine receptor subunit beta-4
PROTEIN:796	Cytochrome P450 19A1
PROTEIN:797	Choline O-acetyltransferase
PROTEIN:798	Muscarinic acetylcholine receptor M3
PROTEIN:799	Muscarinic acetylcholine receptor M1
PROTEIN:800	GABA(A) Receptor
PROTEIN:801	GABA(A) Receptor Benzodiazepine Binding Site
PROTEIN:802	Proteasome subunit beta type-5
PROTEIN:803	Proteasome subunit beta type-1
PROTEIN:804	Amine oxidase [flavin-containing] A
PROTEIN:805	Pro-neuropeptide Y
PROTEIN:806	Sodium channel protein type 5 subunit alpha
PROTEIN:807	Mu-type opioid receptor
PROTEIN:808	Sodium channel protein type 2 subunit alpha
PROTEIN:809	NMDA receptor
PROTEIN:810	Adenosine receptor A1
PROTEIN:811	Alpha-2 adrenergic receptors
PROTEIN:812	5-hydroxytryptamine receptor 2C
PROTEIN:813	Kappa-type opioid receptor
PROTEIN:814	Delta-type opioid receptor
PROTEIN:815	Alpha-7 nicotinic cholinergic receptor subunit
PROTEIN:816	Neurokinin 1 receptor
PROTEIN:817	DNA polymerase catalytic subunit
PROTEIN:818	Thymidine kinase
PROTEIN:819	Thymidine kinase
PROTEIN:820	Cytochrome P450 51
PROTEIN:821	Estrogen-related receptor gamma
PROTEIN:822	Steroid hormone receptor ERR1
PROTEIN:823	Equilibrative nucleoside transporter 1
PROTEIN:824	Neuraminidase
PROTEIN:825	Sialidase-1
PROTEIN:826	Sialidase-2
MOLECULE:827	23S ribosomal RNA
PROTEIN:828	Motilin receptor
PROTEIN:829	Transcobalamin-1
PROTEIN:830	Protein amnionless
PROTEIN:831	Cubilin
PROTEIN:832	Adenosine receptor A2a
PROTEIN:833	Adenosine receptor A2b
PROTEIN:834	Adenosine receptor A3
PROTEIN:835	Phosphodiesterase enzymes
PROTEIN:836	Ryanodine receptor 1
PROTEIN:837	Cyclic nucleotide phosphodiesterase
PROTEIN:838	DNA-dependent protein kinase catalytic subunit
PROTEIN:839	Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit delta isoform
PROTEIN:840	Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit beta isoform
PROTEIN:841	Inositol 1,4,5-trisphosphate receptor
PROTEIN:842	Serine-protein kinase ATM
PROTEIN:843	Neuronal Acetylcholine (nACh) Receptor Subunits
PROTEIN:844	Muscarinic acetylcholine receptor M2
PROTEIN:845	cGMP-specific 3',5'-cyclic phosphodiesterase
PROTEIN:846	Retinal rod rhodopsin-sensitive cGMP 3',5'-cyclic phosphodiesterase subunit gamma
PROTEIN:847	Retinal cone rhodopsin-sensitive cGMP 3',5'-cyclic phosphodiesterase subunit gamma
PROTEIN:848	Programmed cell death 1 ligand 1
PROTEIN:849	Potassium channel subfamily K member 2
PROTEIN:850	ATP-sensitive inward rectifier potassium channel 12
PROTEIN:851	Bifunctional dihydrofolate reductase-thymidylate synthase
PROTEIN:852	Beta-hexosaminidase subunit beta
PROTEIN:853	Chromaffin granule amine transporter
PROTEIN:854	Baculoviral IAP repeat-containing protein 5
PROTEIN:855	P2Y purinoceptor 12
PROTEIN:856	Retinoic acid receptor beta
PROTEIN:857	Retinoic acid receptor gamma
PROTEIN:858	Retinoic acid receptor RXR-beta
PROTEIN:859	Retinoic acid receptor RXR-gamma
PROTEIN:860	Transcription factor AP-1
PROTEIN:861	Retinoic acid receptor alpha
PROTEIN:862	Alpha-1A adrenergic receptor
PROTEIN:863	Alpha-1B adrenergic receptor
PROTEIN:864	Alpha-1D adrenergic receptor
PROTEIN:865	Renin
PROTEIN:866	Potassium-transporting ATPase alpha chain 1
PROTEIN:867	Solute carrier family 12 member 2
PROTEIN:868	Solute carrier family 12 member 1
PROTEIN:869	Histamine H1 receptor
PROTEIN:870	5-hydroxytryptamine receptor 1D
PROTEIN:871	5-hydroxytryptamine receptor 1B
PROTEIN:872	5-hydroxytryptamine receptor 1F
PROTEIN:873	5-hydroxytryptamine receptor 1A
PROTEIN:874	ATP-sensitive inward rectifier potassium channel 1
PROTEIN:875	DNA gyrase subunit A
PROTEIN:876	DNA topoisomerase 4 subunit A
PROTEIN:877	DNA topoisomerase 2-alpha
PROTEIN:878	Serum paraoxonase/arylesterase 1
PROTEIN:879	HIV-1 protease
PROTEIN:880	ATP-sensitive inward rectifier potassium channel 11
PROTEIN:881	Human immunodeficiency virus type 1 protease
PROTEIN:882	Voltage-gated Potassium Channels
PROTEIN:883	Calcium-transporting ATPase type 2C member 1
PROTEIN:884	Glutamate (NMDA) receptor
PROTEIN:885	Sarcoplasmic/endoplasmic reticulum calcium ATPase 1
PROTEIN:886	Penicillin-binding protein 1A
PROTEIN:887	Voltage-dependent calcium channel subunit alpha-2/delta-1
PROTEIN:888	Carbonic anhydrase 1
PROTEIN:889	Carbonic anhydrase 2
PROTEIN:890	Carbonic anhydrase 4
PROTEIN:891	Inhibitor of nuclear factor kappa-B kinase subunit alpha
PROTEIN:892	Group IIE secretory phospholipase A2
PROTEIN:893	cGMP-inhibited 3',5'-cyclic phosphodiesterase A
PROTEIN:894	Reverse transcriptase/RNaseH
PROTEIN:895	Lanosterol synthase
PROTEIN:896	Gamma-aminobutyric acid receptor subunit alpha-2
PROTEIN:897	Gamma-aminobutyric acid receptor subunit alpha-3
PROTEIN:898	Gamma-aminobutyric acid receptor subunit alpha-4
PROTEIN:899	Gamma-aminobutyric acid receptor subunit alpha-5
PROTEIN:900	Gamma-aminobutyric acid receptor subunit alpha-6
PROTEIN:901	Gamma-aminobutyric acid receptor subunit alpha-1
PROTEIN:902	Ribonucleoside-diphosphate reductase large subunit
PROTEIN:903	Ribonucleoside-diphosphate reductase subunit M2
PROTEIN:904	Ribonucleoside-diphosphate reductase subunit M2 B
PROTEIN:905	DNA polymerase alpha catalytic subunit
PROTEIN:906	DNA polymerase epsilon catalytic subunit A
PROTEIN:907	DNA polymerase epsilon subunit 2
PROTEIN:908	DNA polymerase epsilon subunit 3
PROTEIN:909	DNA polymerase epsilon subunit 4
PROTEIN:910	Purine nucleoside phosphorylase
PROTEIN:911	Sodium channel protein
PROTEIN:912	Inward rectifier potassium channel
PROTEIN:913	Voltage gated L-type calcium channel
PROTEIN:914	Alpha-1 adrenergic receptors
MOLECULE:915	Fatty acid
PROTEIN:916	Inhibitor of nuclear factor kappa-B kinase subunit beta
PROTEIN:917	5-hydroxytryptamine receptor 2A
